Company,Job Title,Location,Category,Contact Email,Apply URL,Team Size
AutoRFP.ai,Founding Growth Marketing Lead - Stockholm,Stockholm,📣 Growth & Marketing Automation,careers@autorfp.ai,https://autorfp.ai/careers/founding-growth-marketing-lead-stockholm,5-10
AutoRFP.ai,Founding Growth Marketing Lead - Vancouver,Stockholm,📣 Growth & Marketing Automation,careers@autorfp.ai,https://autorfp.ai/careers/founding-growth-marketing-lead-vancouver,5-10
BOND,Marketing / Graphic design intern,Ghent,📣 Growth & Marketing Automation,founders@bondapp.io,https://bondapp.io/careers/marketing-graphic-design-intern,2-5
Bitstack,Product Manager - Growth,Paris,📣 Growth & Marketing Automation,contact@bitstack-app.com,https://jobs.ashbyhq.com/bitstack/3e239d0d-2fb1-4db3-a4f3-00d408e31720,11-50
Bounti,Customer Experience Associate,Berlin,🤝 Customer Success & Support,info@bounti.co,https://bounti.jobs.personio.com/job/2557025,2-10
Bounti,SDR / Growth Associate,Berlin,📣 Growth & Marketing Automation,info@bounti.co,https://bounti.jobs.personio.com/job/2548603,2-10
Cargoplot,Duitstalige Customer Success Specialist,Amsterdam,🤝 Customer Success & Support,info@cargoplot.com,https://www.cargoplot.com/company/careers/customer-success-specialist,11-50
Cerrion,Customer Success Lead at Industrial AI Scale Up,Zurich,🤝 Customer Success & Support,info@cerrion.com,https://www.ycombinator.com/companies/cerrion/jobs/qmtUoQH-customer-success-lead-at-industrial-ai-scale-up,16-50
Cerrion,Senior Technical Support Engineer,Zurich,🤝 Customer Success & Support,info@cerrion.com,https://www.ycombinator.com/companies/cerrion/jobs/49HM36t-senior-technical-support-engineer,16-50
Chift,Junior Support Engineer,Brussels,🤝 Customer Success & Support,info@chift.eu,https://chift.notion.site/Junior-Support-Engineer-29cea3e082ff806288d8ea63da3b31ed,31-37
ClipDrop,Marketing Specialist,Berlin,📣 Growth & Marketing Automation,contact@initml.co,https://clipdrop.co/hiring,1-10
Cloover,Customer Care Specialist - German speaking (on-site),Berlin,🤝 Customer Success & Support,contact@cloover.co,https://cloover.jobs.personio.com/job/1965697,11-50
CoCrafter,Growth/ Founders Associate Intern,Munich,📣 Growth & Marketing Automation,info@cocrafter.com,https://join.com/companies/cocrafter/16180628-growth-founders-associate-intern,9-12
CoLoop,Customer Success Manager,London,🤝 Customer Success & Support,jack@coloop.ai,https://www.ycombinator.com/companies/coloop/jobs/Aa2hpkO-customer-success-manager,16-18
Coinpanda,Content Marketing Specialist,Oslo,📣 Growth & Marketing Automation,careers@coinpanda.io,https://coinpanda.io/careers/content-marketing-specialist,11-50
Coinpanda,Head of Growth,Oslo,📣 Growth & Marketing Automation,careers@coinpanda.io,https://coinpanda.io/careers/head-of-growth,11-50
Coinpanda,Head of Marketing,Oslo,📣 Growth & Marketing Automation,careers@coinpanda.io,https://coinpanda.io/careers/head-of-marketing,11-50
Coinpanda,Product Support Specialists,Oslo,🤝 Customer Success & Support,careers@coinpanda.io,https://coinpanda.io/careers/product-support-specialists,11-50
Coinpanda,Social Media and Content Producer,Oslo,📣 Growth & Marketing Automation,careers@coinpanda.io,https://coinpanda.io/careers/social-media-and-content-producer,11-50
Coinpanda,Support Manager,Oslo,🤝 Customer Success & Support,careers@coinpanda.io,https://coinpanda.io/careers/support-manager,11-50
Companion.energy,Energy Content Expert,Ghent,📣 Growth & Marketing Automation,apply@companion.energy,,10-25
Companion.energy,Growth Engineer,Ghent,📣 Growth & Marketing Automation,apply@companion.energy,,10-25
Companion.energy,Growth Manager Energy,Ghent,📣 Growth & Marketing Automation,apply@companion.energy,,10-25
Conduct,Founding Brand & Growth,London,📣 Growth & Marketing Automation,data@conduct-ai.com,https://jobs.ashbyhq.com/conduct/46948c8f-7f8e-4991-a687-91cfc1417317,11-50
Contentoo,Senior Customer Success Manager,Amsterdam,🤝 Customer Success & Support,info@contentoo.com,https://jobs.ashbyhq.com/contentoo/b983ea0b-e079-4ecc-b419-37a11e7112fa,30-50
Conveo,Agency Growth Lead,New York,📣 Growth & Marketing Automation,hello@conveo.ai,https://jobs.ashbyhq.com/conveo/fc39433f-aa78-4d4b-b454-99d09283459d,17-25
Conveo,Client Growth Manager - NYC,New York,📣 Growth & Marketing Automation,hello@conveo.ai,https://jobs.ashbyhq.com/conveo/5cf416a3-2c87-4f19-96c5-01b3434cdbe6,17-25
Conveo,Client Growth Manager - SF,San Francisco,📣 Growth & Marketing Automation,hello@conveo.ai,https://jobs.ashbyhq.com/conveo/6be878a5-1511-403a-a476-2001f9c92bc2,17-25
Conveo,Client Growth Manager - UK/Europe,London,📣 Growth & Marketing Automation,hello@conveo.ai,https://jobs.ashbyhq.com/conveo/fd4affaa-3dc5-411f-9da1-e066809fea5f,17-25
Conveo,Social Media Lead,New York,📣 Growth & Marketing Automation,hello@conveo.ai,https://jobs.ashbyhq.com/conveo/63998746-263a-4642-9577-fe514935ce17,17-25
Converge,Customer Success Manager,Basingstoke,🤝 Customer Success & Support,hello@converge.io,https://apply.workable.com/converge/j/93279A0EA6/,35-50
Converge,Customer Success Manager,London,🤝 Customer Success & Support,hello@converge.io,https://apply.workable.com/converge/j/8DAAFF4E2C/,35-50
CurifyLabs,Customer Success Compounding Pharmacist / Pharmacy Technician,Jacksonville,🤝 Customer Success & Support,sales@curifylabs.com,https://curifylabs.teamtailor.com/jobs/7767745-customer-success-compounding-pharmacist-pharmacy-technician,20-50
CurifyLabs,Customer Success Specialist – Pharmacy Liaison Central US Market (Compounding Pharmacies & Hospitals),Jacksonville,🤝 Customer Success & Support,sales@curifylabs.com,https://curifylabs.teamtailor.com/jobs/5187438-customer-success-specialist-pharmacy-liaison-central-us-market-compounding-pharmacies-hospitals,20-50
Dayjob,Customer Success Manager,London,🤝 Customer Success & Support,hello@getdayjob.ai,https://www.ycombinator.com/companies/dayjob/jobs/X2DEuWt-customer-success-manager,5-10
DeepJudge,Customer Success Manager (German-Speaking),Zurich,🤝 Customer Success & Support,info@deepjudge.ai,https://jobs.ashbyhq.com/deepjudge/9b841a2b-86bb-4109-91b5-6dc04a53d436,38-40
Dex,Head of Marketing,London,📣 Growth & Marketing Automation,hello@meetdex.ai,https://jobs.ashbyhq.com/dex/31f5dc94-5328-4ede-a5c9-d2446f72d1cd,20-30
Dockflow,Customer Support Specialist,Antwerp,🤝 Customer Success & Support,hello@dockflow.com,https://dockflow.com/jobs/customer-support-specialist/,2-10
Doinn,Customer Success Manager,Berlin,🤝 Customer Success & Support,hello@doinn.co,https://doinn.co/work,11-50
Doinn,Marketing Specialist,Madrid,📣 Growth & Marketing Automation,hello@doinn.co,https://doinn.co/work,11-50
Donna,Marketing - Student worker / job student summer,Ghent,📣 Growth & Marketing Automation,info@askdonna.com,https://careers.askdonna.com/o/marketing-student-worker-job-student-summer,38-45
Dust,AI Support Engineer (Paris),Paris,🤝 Customer Success & Support,hello@dust.tt,https://jobs.ashbyhq.com/dust/31640a53-7c85-416b-9c95-610445a55e81,11-50
Dust,AI Support Engineer (US),San Francisco,🤝 Customer Success & Support,hello@dust.tt,https://jobs.ashbyhq.com/dust/24b8c0ad-9cc5-4c64-8b78-caa57ca4b08e,11-50
Dust,Customer Success Manager,Paris,🤝 Customer Success & Support,hello@dust.tt,https://jobs.ashbyhq.com/dust/949b4370-93b5-4629-8060-2fe0aca0d016,11-50
Dust,Field Marketing Manager,San Francisco,📣 Growth & Marketing Automation,hello@dust.tt,https://jobs.ashbyhq.com/dust/d0ef7e05-497b-4860-aec2-8a8226efd647,11-50
Dust,Growth Engineer,San Francisco,📣 Growth & Marketing Automation,hello@dust.tt,https://jobs.ashbyhq.com/dust/18f24ccf-5182-4099-8802-ab9b36e88db7,11-50
Edurino,Paid Social Manager (m/f/d) - Performance Marketing,Munchen,📣 Growth & Marketing Automation,hello@edurino.com,https://edurino.jobs.personio.com/job/2611278,30-50
Edurino,Pflichtpraktikum (m/w/d) - Customer Service,Remote,🤝 Customer Success & Support,hello@edurino.com,https://edurino.jobs.personio.com/job/2645347,30-50
Edurino,Senior CRM Manager (m/f/d) - Focus Retention,Munchen,📣 Growth & Marketing Automation,hello@edurino.com,https://edurino.jobs.personio.com/job/2611300,30-50
Elanza,Marketing manager B2B bij Elanza,Amsterdam,📣 Growth & Marketing Automation,hallo@elanza.nl,https://careers.elanza.nl/o/marketing-manager-b2b-bij-elanza,15-20
Elimity,Join Elimity as a Customer Support,Mechelen,🤝 Customer Success & Support,info@elimity.com,https://elimity.com/career/customer-support,11-50
Elyos AI,Founding Customer Success,London,🤝 Customer Success & Support,pip@elyos.ai,https://jobs.ashbyhq.com/elyos/e653e51c-fa8b-4bfc-ae2f-7c668f4360b1,20-25
Enhancv,"Creative Growth Marketer (Meta, YouTube, TikTok)",Remote,📣 Growth & Marketing Automation,howdy@enhancv.com,https://enhancv.com/careers/creative-growth-marketer/,21-30
Escape,Head of Customer Success,New York,🤝 Customer Success & Support,ping@escape.tech,https://jobs.ashbyhq.com/escape/cbbe73fd-ba53-4184-a433-050551f9941c,11-50
Escape,Product Marketing Manager | AI AppSec,New York,📣 Growth & Marketing Automation,ping@escape.tech,https://jobs.ashbyhq.com/escape/39af10f8-ea45-496a-9177-cd6c296875b5,11-50
Exhibitly.ai,Head of Growth,Ghent,📣 Growth & Marketing Automation,info@exhibitly.ai,https://exhibitly.ai/careers/head-of-growth,2-10
Feedelity,Growth Lead: UK,Ghent,📣 Growth & Marketing Automation,info@feedelity.io,https://www.feedelity.io/careers/growth-lead-uk,2-10
Fertifa,Head of Clinical Services (Maternity Cover),London,🤝 Customer Success & Support,info@fertifa.com,https://fertifa.bamboohr.com/careers/53?utm_source=careers_page&utm_medium=referral,20-30
Finary,Marketing Intern September 2026,Paris,📣 Growth & Marketing Automation,hello@finary.com,https://jobs.ashbyhq.com/finary/bd55160f-2851-4bd5-b4ff-12751508fdb1,50-50
Finary,VP Marketing,Paris,📣 Growth & Marketing Automation,hello@finary.com,https://jobs.ashbyhq.com/finary/7332a9db-0622-49a0-82e3-60da91ba4081,50-50
Firsty,Head of Growth,Amsterdam,📣 Growth & Marketing Automation,info@firsty.app,https://firsty.app/jobs/marketing/growth-lead,11-50
Flybotix,Marketing Content Specialist,Remote,📣 Growth & Marketing Automation,jobs@flybotix.com,https://flybotix.jobs.personio.com/job/2447462,33-50
Genesy AI,Channel Success Manager,Barcelona,🤝 Customer Success & Support,info@genesy.ai,https://job-boards.eu.greenhouse.io/enginy/jobs/4857280101,20-40
Genesy AI,Growth Marketing Lead,Barcelona,📣 Growth & Marketing Automation,info@genesy.ai,https://job-boards.eu.greenhouse.io/enginy/jobs/4857264101,20-40
Genesy AI,Head of Marketing,Barcelona,📣 Growth & Marketing Automation,info@genesy.ai,https://job-boards.eu.greenhouse.io/enginy/jobs/4857267101,20-40
Genome,Junior Customer Support Manager,Vilnius,🤝 Customer Success & Support,support@genome.eu,https://genome.eu/customer-support/,30-50
GoDutch,Customer Success Manager,Amsterdam,🤝 Customer Success & Support,info@godutch.com,https://godutch.teamtailor.com/jobs/7015367-customer-success-manager,11-50
GoDutch,Support Agent,Amsterdam,🤝 Customer Success & Support,info@godutch.com,https://godutch.teamtailor.com/jobs/7016881-support-agent,11-50
Grand Games,3D Marketing Artist,Istanbul,📣 Growth & Marketing Automation,info@grand.gs,https://jobs.lever.co/grand/f4facce6-b7d5-44de-9819-f9017cc43397,14-40
Grand Games,Senior Marketing Artist,Istanbul,📣 Growth & Marketing Automation,info@grand.gs,https://jobs.lever.co/grand/42ee69fa-7053-48ce-a1e6-f57d05d9f101,14-40
Happl,Junior Marketing Manager,London,📣 Growth & Marketing Automation,hello@happl.com,https://jobs.ashbyhq.com/happl/d8f86898-294e-41cc-9e31-43808817eae5,11-22
Healthtech-1,Customer Success Associate,London,🤝 Customer Success & Support,raj@healthtech1.uk,https://jobs.ashbyhq.com/Healthtech-1/a7fa7904-db2e-47a3-bf76-7a96d2f6d5d6,28-31
Healthtech-1,Founding Growth Marketer,London,📣 Growth & Marketing Automation,raj@healthtech1.uk,https://jobs.ashbyhq.com/Healthtech-1/5fb51ad3-ddc2-4088-adfa-74a5662d149a,28-31
ISAAC,Digital Marketing Specialist,Milano,📣 Growth & Marketing Automation,info@isaacsrl.com,https://isaacantisismica.com/en/work-with-us,20-49
Inku,Digital Marketing Specialist,Leuven,📣 Growth & Marketing Automation,hello@inku.tech,https://inku.tech/careers/digital-marketing-specialist,10-12
Integral,Visiting Growth Associate (f/m/d),Berlin,📣 Growth & Marketing Automation,info@integral.de,https://integral.jobs.personio.com/job/2602874,10-50
Ivy,Growth,Berlin,📣 Growth & Marketing Automation,hello@getivy.de,https://jobs.ashbyhq.com/get-ivy/b0ce954f-b23f-4884-aeba-c76657054c17,11-50
Just Russel,Customer support hero DE,Deinze,🤝 Customer Success & Support,victor@justrussel.com,https://justrussel.recruitee.com/o/customer-support-hero-de,47-50
Just Russel,Customer support hero FR,Deinze,🤝 Customer Success & Support,victor@justrussel.com,https://justrussel.recruitee.com/o/customer-support-hero-fr,47-50
Just Russel,Performance content manager,Deinze,📣 Growth & Marketing Automation,victor@justrussel.com,https://justrussel.recruitee.com/o/performance-content-manager,47-50
Karla,"Entrepreneur in Residence Intern (Customer Success, 4-6 Month Internship)",Berlin,🤝 Customer Success & Support,hello@gokarla.io,https://www.welcometothejungle.com/en/companies/karla/jobs/entrepreneur-in-residence-intern-customer-success-4-6-month-internship_berlin_fktagvvh,11-50
Kestra,Head of Marketing,Paris,📣 Growth & Marketing Automation,contact@kestra.io,https://kestra.io/careers/8447130a-1b55-46e2-a25b-75ed03148f1b-head-of-marketing,11-50
Kestra,Influencer Marketing Manager,Paris,📣 Growth & Marketing Automation,contact@kestra.io,https://kestra.io/careers/e7af8e6f-76b8-4336-8f14-a8efed66e18b-influencer-marketing-manager,11-50
Kestra,"Senior Product Marketing Manager, Infrastructure",Paris,📣 Growth & Marketing Automation,contact@kestra.io,https://kestra.io/careers/76050b5e-05e7-46e4-b523-3db18e30d99b-senior-product-marketing-manager-infrastructure,11-50
Klearly,Customer Support Specialist – Belgium,Amsterdam,🤝 Customer Success & Support,info@klearly.eu,https://klearly.nl/contact-en,11-50
Klearly,Customer Support Specialist – Germany,Amsterdam,🤝 Customer Success & Support,info@klearly.eu,https://klearly.nl/contact-en,11-50
Klearly,Customer Support Specialist – The Netherlands,Amsterdam,🤝 Customer Success & Support,info@klearly.eu,https://klearly.nl/contact-en,11-50
Kreditz,Marketing Manager,Danderyd,📣 Growth & Marketing Automation,lorenzo@kreditz.com,https://careers.kreditz.com/jobs/6877311-marketing-manager,35-50
Lago,Product Engineer (Growth),Remote,📣 Growth & Marketing Automation,contact@getlago.com,https://jobs.ashbyhq.com/lago/638af98e-061c-4f8b-adf0-ec23311ea2a4,32-50
Langdock,Enterprise Customer Success Manager - m/f/d,Remote,🤝 Customer Success & Support,info@langdock.com,https://jobs.ashbyhq.com/langdock/e09d2e8a-4c67-4556-b409-a32188bc635c,11-50
Langdock,Marketing,Remote,📣 Growth & Marketing Automation,info@langdock.com,https://jobs.ashbyhq.com/langdock/43d87457-03d0-451f-b705-62d4e053396d,11-50
Langdock,Product Marketing,Remote,📣 Growth & Marketing Automation,info@langdock.com,https://jobs.ashbyhq.com/langdock/f59e441e-7656-462b-b8e1-1dbd90815293,11-50
Langdock,Support Engineer,Remote,🤝 Customer Success & Support,info@langdock.com,https://jobs.ashbyhq.com/langdock/8a0d0cca-982d-4e6a-ada9-5efc024c55d9,11-50
Langfuse,Senior Product Engineer (Growth),European Union,📣 Growth & Marketing Automation,contact@langfuse.com,https://jobs.ashbyhq.com/langfuse/71a67633-5770-481b-9fb3-22e4f27cbca1,7-13
Leexi AI,Customer Success Manager,Brussels,🤝 Customer Success & Support,info@leexi.ai,https://jobs.leexi.ai/en/jobs/customer-success-manager-9,20-50
Leexi AI,Growth & Content Specialist SEO,Brussels,📣 Growth & Marketing Automation,info@leexi.ai,https://jobs.leexi.ai/en/jobs/growth-content-specialist-seo-16,20-50
Leexi AI,Support Clients (Stage),Brussels,🤝 Customer Success & Support,info@leexi.ai,https://jobs.leexi.ai/en/jobs/support-clients-stage-11,20-50
Lucis,Brand & content manager,Paris,📣 Growth & Marketing Automation,contact@lucis.life,https://jobs.ashbyhq.com/lucis/6673442d-457e-4382-b6bb-f10042bbf6f8,11-50
Lucis,Head of growth & acquisition,Paris,📣 Growth & Marketing Automation,contact@lucis.life,https://jobs.ashbyhq.com/lucis/50affdda-abb4-43aa-8086-1092a1eccb69,11-50
Lucis,Lifecycle & CRM lead,Paris,📣 Growth & Marketing Automation,contact@lucis.life,https://jobs.ashbyhq.com/lucis/26c6033b-231d-4a65-a677-07504a48d599,11-50
Lucis,Medical content lead,Paris,📣 Growth & Marketing Automation,contact@lucis.life,https://jobs.ashbyhq.com/lucis/20ea31ea-9a67-4c24-8a7c-925cb92200d7,11-50
MAGIC AI,Ecommerce & Digital Marketing Manager,London,📣 Growth & Marketing Automation,info@magic.fit,https://apply.workable.com/magic-careers/j/101B1E2FD8/,25-40
MAHI,"Chief of Staff (gn) @ High-Growth Consumer Start-Up, London",London,📣 Growth & Marketing Automation,jobs@mahi.be,https://jobsatlanticvcfoodlabs.recruitee.com/o/chief-of-staff-gn-high-growth-consumer-start-up-london,10-20
MAHI,"Growth Associate (gn) @ Mobility Stealth Venture, Berlin",Berlin,📣 Growth & Marketing Automation,jobs@mahi.be,https://jobsatlanticvcfoodlabs.recruitee.com/o/growth-associate-gn-mobility-stealth-venture-berlin,10-20
MAHI,"Influencer Marketing Manager (gn) @ Consumer Health Brand, Berlin",Berlin,📣 Growth & Marketing Automation,jobs@mahi.be,https://jobsatlanticvcfoodlabs.recruitee.com/o/influencer-marketing-manager-gn-consumer-health-brand-berlin,10-20
MAHI,"Senior People & Culture Partner (gn) @ High-Growth Start-Up, Berlin",Berlin,📣 Growth & Marketing Automation,jobs@mahi.be,https://jobsatlanticvcfoodlabs.recruitee.com/o/senior-people-culture-partner-gn-high-growth-start-up-berlin,10-20
Mitigrate,Marketing Strategist,Oslo,📣 Growth & Marketing Automation,contact@mitigrate.com,https://www.mitigrate.com/job-openings/marketing-strategist,11-50
Mitra Bio,Skincare Product Lead,London,🤝 Customer Success & Support,info@mitrabio.tech,https://mitrabio.tech/career/skincare-product-lead/,11-50
MyGamePlan,Customer Success Manager,Leuven,🤝 Customer Success & Support,info@mygameplan.ai,https://mygameplan.ai/careers/customer-success,2-10
Newcode.ai,Customer Success/Product manager - Oslo,Oslo,🤝 Customer Success & Support,info@newcode.ai,https://apply.workable.com/newcode/j/9313C68FD1/,10-15
ONIQ,Senior Marketing Manager (f/m/d),Cologne,📣 Growth & Marketing Automation,jobs@oniq.com,https://oniq.jobs.personio.com/job/2621253,15-25
Opal,Youth Advocacy & Success Manager,Remote,🤝 Customer Success & Support,hi@opal.so,https://jobs.ashbyhq.com/Opal-OS/c433c5bc-2732-4801-a2f0-356effff5ff1,11-15
Optioryx,Customer Success & Supply Chain Enthusiast,Ghent,🤝 Customer Success & Support,wewantyou@optioryx.com,https://be.linkedin.com/jobs/view/customer-success-sc-enthusiast-at-optioryx-4336423177,12-15
Optioryx,Product & Growth Marketer,Ghent,📣 Growth & Marketing Automation,wewantyou@optioryx.com,,12-15
Outsight,"Senior FullStack Engineer, Platform Services",Paris,🤝 Customer Success & Support,info@outsight.ai,https://jobs.lever.co/outsight/b5a552cd-84c1-44be-abbd-b53fbb014318,30-50
Parkeet,Internship — Marketing,Leuven,📣 Growth & Marketing Automation,info@parkeet.io,https://parkeet.io/careers/internship_marketing,1-5
Payflows,Customer Success Manager,Paris,🤝 Customer Success & Support,legal@payflows.io,https://payflows.recruitee.com/o/customer-success-manager,11-50
Payflows,Customer Success Specialist,Paris,🤝 Customer Success & Support,legal@payflows.io,https://payflows.recruitee.com/o/customer-success-specialist,11-50
Payflows,GTM Engineer/1st Growth,Paris,📣 Growth & Marketing Automation,legal@payflows.io,https://payflows.recruitee.com/o/gtm-engineer1st-growth,11-50
Peec AI,Content Lead,Berlin,📣 Growth & Marketing Automation,hello@peec.ai,https://jobs.ashbyhq.com/peec/841dc247-d945-4700-911b-2f19316bea3a,11-50
Peec AI,Customer Experience Associate,Berlin,🤝 Customer Success & Support,hello@peec.ai,https://jobs.ashbyhq.com/peec/4f30b4f4-339e-49b9-87a8-40bcf7eb1fa1,11-50
Peec AI,Senior Product Marketing Manager,New York City,📣 Growth & Marketing Automation,hello@peec.ai,https://jobs.ashbyhq.com/peec/24d61655-ca46-46b0-a724-38514e2d24e5,11-50
Peec AI,Web Experience Lead,New York City,🤝 Customer Success & Support,hello@peec.ai,https://jobs.ashbyhq.com/peec/c859b12d-03c4-43a5-9acf-4770b43312c5,11-50
Peepel,Marketing lead,Ghent,📣 Growth & Marketing Automation,info@peepel.io,https://careers.peepel.app/peepel/01KQAHDKD5R9MK612EKSBHHPX5,5-10
Phyron,Content & Community Manager,London,📣 Growth & Marketing Automation,info@phyron.com,https://careers.phyron.com/jobs/7280629-content-community-manager,11-50
PitPat,Marketing & Sales,Cambridge,📣 Growth & Marketing Automation,talent@pitpatpet.com,https://www.pitpat.com/careers/marketing/,40-45
PraxiPal,Customer Success Manager (m/f/d),Berlin,🤝 Customer Success & Support,info@praxipal.com,https://jobs.ashbyhq.com/praxipal/68680942-f6ae-459d-9f52-91a37bcf99f3,11-50
PraxiPal,Customer Success Manager (m/f/d) - Remote,Berlin,🤝 Customer Success & Support,info@praxipal.com,https://jobs.ashbyhq.com/praxipal/716e89cf-ef3e-4a6f-bb1d-69d6e24cd337,11-50
PraxiPal,Growth Marketing Lead,Berlin,📣 Growth & Marketing Automation,info@praxipal.com,https://jobs.ashbyhq.com/praxipal/d90d8904-2973-4031-98ff-8f3035df883c,11-50
PraxiPal,Growth Marketing Specialist,Berlin,📣 Growth & Marketing Automation,info@praxipal.com,https://jobs.ashbyhq.com/praxipal/d9ecfc69-0332-434c-9178-0c6319e33f6d,11-50
Product Fruits,Account Based Marketing Manager,Prague,📣 Growth & Marketing Automation,support@productfruits.com,https://productfruits.com/jobs/account-based-marketing-manager,10-30
Product Fruits,Performance Manager - Social Media,Prague,📣 Growth & Marketing Automation,support@productfruits.com,https://productfruits.com/jobs/performance-manager-social-media,10-30
Promptwatch,Customer Success Specialist,Amsterdam,🤝 Customer Success & Support,team@promptwatch.com,https://promptwatch.com/careers/customer-success-specialist,2-10
Promptwatch,Growth Marketeer,Amsterdam,📣 Growth & Marketing Automation,team@promptwatch.com,https://promptwatch.com/careers/growth-marketeer,2-10
Promptwatch,Marketing Manager (Growth),Amsterdam,📣 Growth & Marketing Automation,team@promptwatch.com,https://promptwatch.com/careers/marketing-manager-growth,2-10
Proudies,Content Strategy Lead,Remote,📣 Growth & Marketing Automation,info@proudies.nl,https://proudiesagency.nl/careers/content-strategy-lead,5-10
Pulsetto,Senior Social Media Manager,Vilnius,📣 Growth & Marketing Automation,info@pulsetto.tech,https://careers.pulsetto.tech/jobs/7657000-senior-social-media-manager,32-32
Qovery,Customer Success Manager - Europe,Paris,🤝 Customer Success & Support,hello@qovery.com,https://jobs.qovery.com/jobs/7667255-customer-success-manager-europe,30-40
Quell,E-Commerce & Customer Success Lead,London,🤝 Customer Success & Support,lorenzo@quell.tech,https://playquell.com/pages/e-commerce-and-customer-success-lead-jd,11-50
Quell,Performance Marketing Manager,London,📣 Growth & Marketing Automation,lorenzo@quell.tech,https://playquell.com/pages/performance-marketing-manager-jd,11-50
Qureight,Clinical Site Technical Support Associate,Cambridge,🤝 Customer Success & Support,info@qureight.com,https://apply.workable.com/qureight/j/1AE3C97F6A/,40-50
Rebl Eats,"Brand Ambassador – Marketing, Sales & Events - Part-time (Turku/Tampere)",Turku,📣 Growth & Marketing Automation,jobs@rebleats.com,https://thehub.io/jobs/697205ca60a6035600a453ef?utm_source=client&utm_medium=dashboard&utm_campaign=startupshared,11-50
Rebl Eats,Brand ambassador / Junior marketing (0.5 - 5 days per week),Helsinki,📣 Growth & Marketing Automation,jobs@rebleats.com,https://thehub.io/jobs/691ac9d4e8d3fa1d1c581d89?utm_source=client&utm_medium=dashboard&utm_campaign=startupshared,11-50
Rebl Eats,"Marketing Manager, Finland",Helsinki,📣 Growth & Marketing Automation,jobs@rebleats.com,https://thehub.io/jobs/68fa209bec344369a231071e?utm_source=client&utm_medium=dashboard&utm_campaign=startupshared,11-50
Recyda,Content Architect - Packaging Regulations,Remote,📣 Growth & Marketing Automation,info@recyda.com,https://recyda-gmbh.jobs.personio.com/job/2550104,30-35
Relive,Schichtleitung-Service (m/w/d) in Voll- / Teilzeit,Restaurant Supernova Munchen,🤝 Customer Success & Support,info@relive.com,https://thebellezzagroup.recruitee.com/o/schichtleitung-service-mwd-in-voll-teilzeit,11-50
Relive,Servicemitarbeiter:in (m/w/d) in Minijob,Hamburg,🤝 Customer Success & Support,info@relive.com,https://thebellezzagroup.recruitee.com/o/servicemitarbeiterin-mwd-in-minijob-1,11-50
Relive,Servicemitarbeiter:in (m/w/d) in Minijob,Restaurant Marta Munchen,🤝 Customer Success & Support,info@relive.com,https://thebellezzagroup.recruitee.com/o/servicemitarbeiterin-mwd-in-minijob,11-50
Relive,Servicemitarbeiter:in (m/w/d) in Teilzeit,Restaurant Marta Munchen,🤝 Customer Success & Support,info@relive.com,https://thebellezzagroup.recruitee.com/o/servicemitarbeiterin-mwd-in-teilzeit,11-50
Relive,Servicemitarbeiter:in (m/w/d) in Teilzeit,Hamburg,🤝 Customer Success & Support,info@relive.com,https://thebellezzagroup.recruitee.com/o/servicemitarbeiterin-mwd-in-teilzeit-1,11-50
Relive,Servicemitarbeiter:in (m/w/d) in Vollzeit,Hamburg,🤝 Customer Success & Support,info@relive.com,https://thebellezzagroup.recruitee.com/o/servicemitarbeiterin-mwd-in-vollzeit,11-50
Relive,Servicemitarbeiter:in (m/w/d) in Vollzeit,Restaurant Marta Munchen,🤝 Customer Success & Support,info@relive.com,https://thebellezzagroup.recruitee.com/o/servicemitarbeiterin-mwd-in-vollzeit-1,11-50
Relu,Growth Engineer / SDR - Intern,Leuven,📣 Growth & Marketing Automation,info@relu.ai,https://relu.jobs.personio.com/job/2562412,17-22
Relu,Marketing - Intern,Leuven,📣 Growth & Marketing Automation,info@relu.ai,https://relu.jobs.personio.com/job/2560948,17-22
Reonic,"Customer Success Manager (SaaS, Greentech) (m/f/d)",Sao Paulo,🤝 Customer Success & Support,hello@reonic.de,https://jobs.ashbyhq.com/reonic/65c0b433-98da-4f09-939a-8aaeaf540aeb,20-25
Reonic,"Digital Marketing Designer (SaaS, Greentech) (m/f/d)",Berlin,📣 Growth & Marketing Automation,hello@reonic.de,https://jobs.ashbyhq.com/reonic/23d58ed8-b012-401c-a490-96ab6893d2d8,20-25
Reonic,"Marketing & Growth Specialist LATAM (SaaS, Greentech) (m/f/d)",Sao Paulo,📣 Growth & Marketing Automation,hello@reonic.de,https://jobs.ashbyhq.com/reonic/2aed364b-83ad-42ad-b69c-6aa4e7259d7f,20-25
Reonic,"Performance Marketing Specialist (SaaS, Greentech) (m/f/d)",Berlin,📣 Growth & Marketing Automation,hello@reonic.de,https://jobs.ashbyhq.com/reonic/eff5604b-7135-4e19-b75f-68164920af2a,20-25
Revel8,Founders Associate - Growth & Marketing (all genders),Munich,📣 Growth & Marketing Automation,info@revel8.ai,https://revel8.jobs.personio.com/job/2635719,11-50
Revel8,Growth Intern (all genders),Munich,📣 Growth & Marketing Automation,info@revel8.ai,https://revel8.jobs.personio.com/job/2472146,11-50
Roundtable,Growth Intern,Paris,📣 Growth & Marketing Automation,contact@roundtable.eu,https://www.welcometothejungle.com/en/companies/roundtable/jobs/growth-intern_paris,40-50
